invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-65139800001,2023-12-11,5091,KUM & GO #1436 / MUSCATINE,416 CEDAR ST,MUSCATINE,52671.0,POINT(-91.045682026 41.424168018),,MUSCATINE,1081400,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-69046400003,2024-04-10,5061,CASEY'S GENERAL STORE #3382 / CEDAR,"560, 33RD AVE SW",CEDAR RAPIDS,52404.0,POINT(-91.675540056 41.943475828),,LINN,1081400,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-72944500001,2024-08-06,4565,KUM & GO #228 / SIOUX CITY,1925 S LAKEPORT ST,SIOUX CITY,51106.0,POINT(-96.347682959 42.470701017),,WOODBURY,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-72839900001,2024-08-02,6317,HY-VEE FAST AND FRESH #2 / GRIMES,1701 SOUTHEAST 37TH STREET,GRIMES,50111.0,POINT(-93.776134008 41.659134012),,POLK,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-70337000002,2024-05-19,5950,CASEY'S GENERAL STORE #3898 / ANAMOSA,23485 COUNTY ROAD E34,ANAMOSA,52205.0,POINT(-91.333240984 42.072165996),,JONES,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-66635600001,2024-01-26,6082,CASEY'S #2654 / STUART,708 S DIVISION ST,STUART,50250.0,POINT(-94.319115036 41.496303012),,ADAIR,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-61574900001,2023-08-24,5803,CASEY'S GENERAL STORE #3333 / PLEASANT HILL,5550 E UNIVERSITY AVE,PLEASANT HILL,50327.0,POINT(-93.50406598 41.600008989),,POLK,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-67132000002,2024-02-11,5561,CASEY'S GENERAL STORE #32 / MADRID,117 N KENNEDY AVE,MADRID,50156.0,POINT(-93.815178002 41.877629986),,BOONE,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-71322500001,2024-06-18,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404.0,POINT(-91.715276731 41.942329184),,LINN,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-31770700001,2020-11-09,4116,LAKE VIEW FOODS,223 MAIN ST,LAKE VIEW,51450.0,POINT(-95.051702 42.305684),81,SAC,1700000.0,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,101181,CROWN ROYAL MULTIBRAND ADVENT CALENDAR,6,50,22.49,33.74,1,33.74,0.05,0.01
INV-31786600004,2020-11-09,5594,DEPOT NORWAY,117 E RAILROAD ST,NORWAY,52318.0,POINT(-91.919915 41.902804),6,BENTON,1700000.0,TEMPORARY & SPECIALTY PACKAGES,214,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,101239,WHISTLEPIG RYE PIGLETS MINI,12,50,10.0,15.0,1,15.0,0.05,0.01
INV-31987100033,2020-11-17,4277,CORK IT!,769 PROSPECT ST SW,LE MARS,51031.0,POINT(-96.178219 42.776296),75,PLYMOUTH,1700000.0,TEMPORARY & SPECIALTY PACKAGES,214,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,101239,WHISTLEPIG RYE PIGLETS MINI,12,50,10.0,15.0,1,15.0,0.05,0.01
INV-48830300041,2022-06-30,2248,INGERSOLL LIQUOR AND BEVERAGE,3500 INGERSOLL AVE,DES MOINES,50312,POINT(-93.664564 41.586323),77,POLK,1011600.0,STRAIGHT RYE WHISKIES,214,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,101296,WHISTLEPIG 6YR PIGGYBACK RYE,4,50,49.41,74.12,1,74.12,0.05,0.01
INV-60375200001,2023-07-17,4604,PIT STOP LIQUORS / NEWTON,"1324, 1ST AVE E",NEWTON,50208.0,POINT(-93.035735019 41.699423013),,JASPER,1011100.0,BLENDED WHISKIES,255,INFINIUM SPIRITS,101355,SKREWBALL PEANUT BUTTER WHISKEY MINI KREW PACKAGE,15,50,11.2,16.8,1,16.8,0.05,0.01
INV-51302300001,2022-09-16,3465,HOMETOWN FOODS / PANORA,601 E MAIN,PANORA,50216,POINT(-94.357201 41.69182),,GUTHRIE,1011100.0,BLENDED WHISKIES,255,INFINIUM SPIRITS,101355,SKREWBALL PEANUT BUTTER WHISKEY MINI KREW PACKAGE,15,50,11.2,16.8,1,16.8,0.05,0.01
INV-66154600002,2024-01-10,6248,QUICK STOP / CEDAR RAPIDS,380 BLAIRS FERRY ROAD NORTHEAST,CEDAR RAPIDS,52402.0,POINT(-91.638081331 42.035230218),,LINN,1011100.0,BLENDED WHISKIES,370,PERNOD RICARD USA,101355,SKREWBALL PEANUT BUTTER WHISKEY MINI KREW PACKAGE,15,50,11.2,16.8,1,16.8,0.05,0.01
INV-74630700004,2024-09-25,10443,SIP & BURN / ANKENY,1200 NW 36TH ST STE 101,ANKENY,50023,POINT(-93.6124 41.76082),,POLK,1011100.0,BLENDED WHISKIES,370,PERNOD RICARD USA,101355,SKREWBALL PEANUT BUTTER WHISKEY MINI KREW PACKAGE,15,50,11.2,16.8,1,16.8,0.05,0.01
INV-63543100002,2023-10-23,10096,DIVISION MART / DAVENPORT,3721 NORTH DIVISION STREET,DAVENPORT,52806.0,POINT(-90.600368022 41.557932003),,SCOTT,1011100.0,BLENDED WHISKIES,370,PERNOD RICARD USA,101355,SKREWBALL PEANUT BUTTER WHISKEY MINI KREW PACKAGE,15,50,11.2,16.8,1,16.8,0.05,0.01
INV-38784900013,2021-07-29,5536,THE FILLING STATION / AMES,2400 UNIVERSITY BLVD,AMES,50010.0,POINT(-93.639358 42.000718),85,STORY,1081300.0,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,101462,YUKON JACK ASSORTED MINIS,12,50,4.3,6.45,1,6.45,0.05,0.01
INV-51193000011,2022-09-13,5613,CASEY'S GENERAL STORE #2624 / MANCHESTER,1413 N FRANKLIN ST,MANCHESTER,52057,POINT(-91.45793 42.502602),,DELAWARE,1081000.0,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,101472,99 BRAND ADULT VARIETY TRICK & TREAT BAG,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-51452600023,2022-09-22,4659,CASEY'S GENERAL STORE #2802 / CONRAD,409 E CENTER,CONRAD,50621,POINT(-92.868874 42.224536),,GRUNDY,1081000.0,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,101472,99 BRAND ADULT VARIETY TRICK & TREAT BAG,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-40092600014,2021-09-15,3723,J D SPIRITS LIQUOR,1023  9TH ST,ONAWA,51040.0,POINT(-96.095845 42.025841),67,MONONA,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,101472,99 BRAND ADULT VARIETY TRICK & TREAT BAG,1,50,51.66,77.49,1,77.49,0.05,0.01
INV-53478300005,2022-11-29,5263,BERNIE'S BOOZE LLC,"950, WEST VIEW DR",ROCK VALLEY,51247,POINT(-96.30888 43.19925),,SIOUX,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,101473,99 BRAND VARIETY PARTY YARD PACK MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-48409700007,2022-06-16,4201,FAREWAY STORES #022 / SIOUX CITY,4040 WAR EAGLE DR,SIOUX CITY,51109,POINT(-96.461706 42.494881),97,WOODBURY,1081300.0,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,101512,FIREBALL CINNAMON WHISKEY PARTY YARD MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-48775000001,2022-06-29,2675,HY-VEE #2 / CORALVILLE,3285 CROSSPARK RD,CORALVILLE,52241,POINT(-91.605881 41.722419),52,JOHNSON,1081300.0,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,101512,FIREBALL CINNAMON WHISKEY PARTY YARD MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-63371000001,2023-10-17,5171,GARY'S LIQUOR & WINE LTD,"110, E JEFFERSON ST",DELAWARE,52036.0,POINT(-91.344491007 42.473554007),,DELAWARE,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,101512,FIREBALL CINNAMON WHISKEY PARTY YARD MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-51678800004,2022-09-29,4091,FAREWAY STORES #705 / CLEAR LAKE,910 HWY 18 W,CLEAR LAKE,50428,POINT(-93.6139 43.105923),,CERRO GORDO,1011100.0,BLENDED WHISKIES,421,SAZERAC COMPANY  INC,101539,SOUTHERN COMFORT PARTY BUCKET MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-48410600009,2022-06-16,5539,CASEY'S GENERAL STORE #1901 / DES MOINES,2541 NW 66TH AVE,DES MOINES,50313,POINT(-93.652641 41.680392),77,POLK,1011100.0,BLENDED WHISKIES,421,SAZERAC COMPANY  INC,101539,SOUTHERN COMFORT PARTY BUCKET MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-45054200011,2022-07-19,3565,HARTIG DRUG STORE #10 / IOWA CITY,701 MORMON TREK BLVD,IOWA CITY,52246,POINT(-91.574025 41.651984),,JOHNSON,1011100.0,BLENDED WHISKIES,421,SAZERAC COMPANY  INC,101539,SOUTHERN COMFORT PARTY BUCKET MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-48069900002,2022-06-06,2612,HY-VEE STORE / PERRY,1215  141 ST,PERRY,50220,POINT(-94.104501 41.830292),25,DALLAS,1011100.0,BLENDED WHISKIES,421,SAZERAC COMPANY  INC,101539,SOUTHERN COMFORT PARTY BUCKET MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-60894100003,2023-08-02,4487,CASEY'S GENERAL STORE #2787 / CEDAR RAPIDS,1661 32ND ST NE,CEDAR RAPIDS,52402.0,POINT(-91.662118282 42.010005676),,LINN,1011100.0,BLENDED WHISKIES,421,SAZERAC COMPANY  INC,101539,SOUTHERN COMFORT PARTY BUCKET MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-61007100001,2023-08-07,4604,PIT STOP LIQUORS / NEWTON,"1324, 1ST AVE E",NEWTON,50208.0,POINT(-93.035735019 41.699423013),,JASPER,1011100.0,BLENDED WHISKIES,421,SAZERAC COMPANY  INC,101539,SOUTHERN COMFORT PARTY BUCKET MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-53488500039,2022-11-29,4153,FAREWAY STORES #067 / EVANSDALE,215 S EVANS RD,EVANSDALE,50707,POINT(-92.28783 42.47561),,BLACK HAWK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,481,SUGARLANDS DISTILLING COMPANY LLC,101549,SUGARLANDS CANDY CANE VARIETY PACK,1,50,102.36,153.54,1,153.54,0.05,0.01
INV-65288400001,2023-12-14,6224,MID TOWN LIQUOR & VAPE / MASON CITY,824 NORTH FEDERAL AVENUE,MASON CITY,50401.0,POINT(-93.201477012 43.15972401),,CERRO GORDO,1701100,TEMPORARY & SPECIALTY PACKAGES,481,SUGARLANDS DISTILLING COMPANY LLC,101549,SUGARLANDS CANDY CANE VARIETY PACK,1,50,102.36,153.54,1,153.54,0.05,0.01
INV-52844100029,2022-11-08,5362,CROSSROADS WINE & SPIRITS LLC,117 IOWA AVE,DUNLAP,51529,POINT(-95.60229 41.85442),,HARRISON,1701100.0,TEMPORARY & SPECIALTY PACKAGES,481,SUGARLANDS DISTILLING COMPANY LLC,101549,SUGARLANDS CANDY CANE VARIETY PACK,1,50,102.36,153.54,1,153.54,0.05,0.01
INV-76744600001,2024-11-21,6116,KWIK SPIRITS #561 / CEDAR FALLS,4116 UNIVERSITY AVE  STE 104-105,CEDAR FALLS,50613.0,POINT(-92.40686 42.50582),,BLACK HAWK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,214,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,101554,WHISTLEPIG RYE PIGLETS 6/10/12 MINI,12,50,12.5,18.75,1,18.75,0.05,0.01
INV-63596200001,2023-10-24,4195,FAREWAY STORES #792 / TOLEDO,1005 S COUNTY LINE RD,TOLEDO,52342.0,POINT(-92.580438001 41.984192013),,TAMA,1701100.0,TEMPORARY & SPECIALTY PACKAGES,214,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,101554,WHISTLEPIG RYE PIGLETS 6/10/12 MINI,12,50,12.5,18.75,1,18.75,0.05,0.01
INV-47812200034,2022-05-26,5453,CASEY'S GENERAL STORE # 2817/ GRISWOLD,900 MAIN ST.,GRISWOLD,51535.0,POINT(-95.137011 41.234674),15,CASS,1701100.0,TEMPORARY & SPECIALTY PACKAGES,35,BACARDI USA INC,101682,BACARDI FLAVORED RUM PARTY BUCKET,1,50,39.96,59.94,1,59.94,0.05,0.01
INV-51320900042,2022-09-19,3776,WAL-MART 5115 / DAVENPORT,3101 WEST KIMBERLY RD,DAVENPORT,52806,POINT(-90.62274 41.558031),,SCOTT,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,101710,FIREBALL WINDOW BOX MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-67324400001,2024-02-15,2538,HY-VEE FOOD STORE #3 (1866) / WATERLOO,1422 FLAMMANG DR,WATERLOO,50702.0,POINT(-92.327689003 42.45826902),,BLACK HAWK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,101710,FIREBALL WINDOW BOX MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-57353400003,2023-04-07,3868,WAL-MART 3630 / MARION,5491 BUSINESS HWY 151,MARION,52302.0,POINT(-91.55303896 42.033397011),,LINN,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,101710,FIREBALL WINDOW BOX MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-57335100001,2023-04-07,3592,WAL-MART 0886 / FORT DODGE,3036 1ST AVE SOUTH,FORT DODGE,50501.0,POINT(-94.153157041 42.506613993),,HARDIN,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,101710,FIREBALL WINDOW BOX MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-48325900021,2022-06-14,6173,MINI-MART / INDEPENDENCE,709 1ST STREET WEST,INDEPENDENCE,50644,POINT(-91.901687 42.468633),10,BUCHANAN,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,101710,FIREBALL WINDOW BOX MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-70643100001,2024-05-29,4978,PRIME MART / WATERLOO,3535 MARIGOLD DR,WATERLOO,50702.0,POINT(-92.29175503 42.435697979),,BLACK HAWK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,101710,FIREBALL WINDOW BOX MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-75107500002,2024-10-09,3390,OKOBOJI AVENUE LIQUOR,1610 OKOBOJI AVENUE,MILFORD,51351.0,POINT(-95.14999 43.33154),,DICKINSON,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,101710,FIREBALL WINDOW BOX MINIS,1,50,52.4,78.6,1,78.6,0.05,0.01
INV-72946400001,2024-08-06,2663,HY-VEE FOOD STORE / URBANDALE,8701 DOUGLAS,URBANDALE,50322.0,POINT(-93.738906371 41.630504742),,POLK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,101710,FIREBALL WINDOW BOX MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-54244300049,2022-12-21,3980,WAL-MART 1721 / IOWA CITY,919 HWY 1 WEST,IOWA CITY,52246,,,JOHNSON,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,101710,FIREBALL WINDOW BOX MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-47379600013,2022-05-12,2588,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403.0,POINT(-91.60978 41.976835),57,LINN,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,101710,FIREBALL WINDOW BOX MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-66857700001,2024-02-02,10334,SPIRIT LIQUOR - 1 / GRIMES,109 1ST STREET,GRIMES,50111.0,POINT(-93.793817979 41.688753018),,POLK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,101710,FIREBALL WINDOW BOX MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-65594600002,2023-12-22,6068,STAR CONVENIENCE / FORT DODGE,115 N 22ND ST,FORT DODGE,50501.0,POINT(-94.167577016 42.507986991),,WEBSTER,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101712,99 RAINBOW PACK MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-72150400002,2024-07-14,4823,CASEY'S GENERAL STORE #3223 / CRESTON,903 N SUMNER AVE,CRESTON,50801.0,POINT(-94.372135016 41.066929),,UNION,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101712,99 RAINBOW PACK MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-62702100001,2023-09-27,5778,CASEY'S GENERAL STORE #2474 / HUXLEY,104 N HWY 69,HUXLEY,50124.0,POINT(-93.599797959 41.892777007),,STORY,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101712,99 RAINBOW PACK MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-72180700002,2024-07-15,6287,RIVERSIDE #4 / BETTENDORF,2320 SPRUCE HILLS DRIVE,BETTENDORF,52722.0,POINT(-90.500173015 41.549773981),,SCOTT,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101712,99 RAINBOW PACK MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-62719500004,2023-09-27,4487,CASEY'S GENERAL STORE #2787 / CEDAR RAPIDS,1661 32ND ST NE,CEDAR RAPIDS,52402.0,POINT(-91.662118282 42.010005676),,LINN,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101712,99 RAINBOW PACK MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-59694100001,2023-06-23,5223,CASEY'S GENERAL STORE #1503 / TABOR,721 MAIN ST,TABOR,51653.0,POINT(-95.6717800329999 40.8993359890001),,FREMONT,1701100,TEMPORARY & SPECIALTY PACKAGES,35,BACARDI USA INC,101953,BACARDI FLAVORED RUM PARTY BUCKET,1,50,39.96,59.94,1,59.94,0.05,0.01
INV-71783800001,2024-07-02,10180,SWEETIES LIQUOR STORE AND COFFEE SHOP LLC / ODEBOLT,3274 FOX AVE,ODEBOLT,51458.0,POINT(-95.244925998 42.315835004),,SAC,1081200.0,CREAM LIQUEURS,205,E & J GALLO WINERY,101968,RUMCHATA COCONUT MINI,12,50,8.87,13.31,1,13.31,0.05,0.01
INV-59571000001,2023-06-20,6136,RUSH STOP / CHARLES CITY,609 S MAIN ST,CHARLES CITY,50616.0,POINT(-92.682884975 43.061022993),,FLOYD,1081400,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,102027,99 PUNCHES VARIETY MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-65889300005,2024-01-03,2603,HY-VEE WINE AND SPIRITS / BETTENDORF,2890 DEVILS GLEN ROAD,BETTENDORF,52722.0,POINT(-90.483805647 41.55235808),,SCOTT,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,102027,99 PUNCHES VARIETY MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-63295700005,2023-10-16,2527,HY-VEE FOOD STORE #5 (1151) / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315.0,POINT(-93.628774995 41.526557288),,POLK,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,102027,99 PUNCHES VARIETY MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-65111900001,2023-12-11,2528,HY-VEE FOOD STORE #3 (1142) / DES MOINES,3221 SE 14TH ST,DES MOINES,50315.0,POINT(-93.594780971 41.554268986),,POLK,1081400,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,102027,99 PUNCHES VARIETY MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-61031700002,2023-08-07,5735,SUPER SAVER LIQUOR -MUSCATINE,1510 A ISETT AVENUE,MUSCATINE,52761.0,POINT(-91.044028025 41.43954902),,MUSCATINE,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,102027,99 PUNCHES VARIETY MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-72788400005,2024-07-31,2517,HY-VEE FOOD STORE #1 (1449) / NEWTON,1501 FIRST AVENUE EAST,NEWTON,50208.0,POINT(-93.033984961 41.696758993),,JASPER,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,102027,99 PUNCHES VARIETY MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-66671800009,2024-01-29,10306,ATLANTIC LIQUOR / ATLANTIC,411 CHESTNUT STREET,ATLANTIC,50022.0,POINT(-95.013438032 41.406542008),,CASS,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,102027,99 PUNCHES VARIETY MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-67954200002,2024-03-06,3705,LIQUOR LOCKER,507 1ST AVE #100,ROCK RAPIDS,51246.0,POINT(-96.171733051 43.431893386),,LYON,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,102031,FIREBALL BIRDIE SHOT MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-71793700003,2024-07-02,5640,CASEY'S GENERAL STORE #3371 / NEW HARTFORD,33000 HWY 57,NEW HARTFORD,50660.0,POINT(-92.632241013 42.565265984),,BUTLER,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,102031,FIREBALL BIRDIE SHOT MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-68552600002,2024-03-25,5176,SMOKIN' JOE'S #15 TOBACCO AND LIQUOR OUTLET,455 EDGEWOOD RD NW,CEDAR RAPIDS,52405.0,POINT(-91.715411261 41.978044809),,LINN,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,102031,FIREBALL BIRDIE SHOT MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-71157400001,2024-06-12,2191,KEOKUK SPIRITS,1013 MAIN,KEOKUK,52632.0,POINT(-91.387520009 40.400196002),,LEE,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,102031,FIREBALL BIRDIE SHOT MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-70582800002,2024-05-28,2200,SAC LIQUOR STORE,619 E MAIN ST,SAC CITY,50583.0,POINT(-94.974016014 42.421618017),,SAC,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,102031,FIREBALL BIRDIE SHOT MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-73933200001,2024-09-05,5808,CASEY'S GENERAL STORE #1373 / BONDURANT,302 2ND ST NE,BONDURANT,50035.0,POINT(-93.459291027 41.703315988),,POLK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,205,E & J GALLO WINERY,102042,RUMCHATA PUMPKIN SPICE MINI,1,50,106.44,159.66,1,159.66,0.05,0.01
INV-63109000001,2023-10-10,5362,CROSSROADS WINE & SPIRITS LLC,117 IOWA AVE,DUNLAP,51529.0,POINT(-95.602184001 41.854610011),,HARRISON,1701100.0,TEMPORARY & SPECIALTY PACKAGES,384,PIEDMONT DISTILLERS INC,102097,MIDNIGHT MOON HOLIDAY CANDY CANE,1,50,96.0,144.0,1,144.0,0.05,0.01
INV-63437900005,2023-10-19,5068,TOBACCO SHOP / ARNOLDS PARK,612 S HIGHWAY 71,ARNOLDS PARK,51331.0,POINT(-95.140275725 43.361491406),,DICKINSON,1701100.0,TEMPORARY & SPECIALTY PACKAGES,384,PIEDMONT DISTILLERS INC,102097,MIDNIGHT MOON HOLIDAY CANDY CANE,1,50,96.0,144.0,1,144.0,0.05,0.01
INV-62460400006,2023-09-19,2643,HY-VEE WINE AND SPIRITS / WATERLOO,2126 KIMBALL AVE,WATERLOO,50701.0,POINT(-92.357867962 42.470329992),,BLACK HAWK,1081200.0,CREAM LIQUEURS,205,E & J GALLO WINERY,102190,RUMCHATA PEPPERMINT BARK MINI,1,50,106.44,159.66,1,159.66,0.05,0.01
INV-64113300003,2023-11-09,5685,FAREWAY STORES #190 / CEDAR FALLS,4500 S MAIN ST,CEDAR FALLS,50613.0,POINT(-92.445026009 42.497803021),,BLACK HAWK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,205,E & J GALLO WINERY,102190,RUMCHATA PEPPERMINT BARK MINI,1,50,106.44,159.66,1,159.66,0.05,0.01
INV-75439600005,2024-10-17,6129,EAST END LIQUOR / DES MOINES,3804 HUBBELL AVE,DES MOINES,50317.0,POINT(-93.54133 41.63086),,POLK,1031200.0,AMERICAN FLAVORED VODKA,900,ATOMIC BRANDS INC,102251,KILLR VARIETY PACK MINI,1,50,27.28,40.92,1,40.92,0.05,0.01
INV-71270000001,2024-06-17,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807.0,POINT(-90.54879501 41.554922984),,SCOTT,1031200.0,AMERICAN FLAVORED VODKA,900,ATOMIC BRANDS INC,102251,KILLR VARIETY PACK MINI,1,50,27.28,40.92,1,40.92,0.05,0.01
INV-68759700001,2024-04-01,4518,CASEY'S GENERAL STORE #2824 / WDM,6630 MILLS CIVIC PARKWAY,WEST DES MOINES,50266.0,POINT(-93.799106038 41.56117098),,POLK,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,102286,CROWN ROYAL APPLE AND PEACH MINI,6,50,10.0,15.0,1,15.0,0.05,0.01
INV-75494600001,2024-10-18,10333,"FAREWAY STORES, INC. #077B / NORWALK",2200 SUNSET DRIVE,NORWALK,50211.0,POINT(-93.67402 41.48878),,WARREN,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,102286,CROWN ROYAL APPLE AND PEACH MINI,6,50,10.0,15.0,1,15.0,0.05,0.01
